BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
XM2212009F/02	MEDU9001700	121858- 121857- 121862- 121869- 122059- 122134- 122154- 122216- 122215- 122247- 122246- 122249- 122248- 122296- 123418- 123414- 123461- 123445- 123475- 123466- 123479- 123481- 123493- 123491- 123498- 123499- 123505- 123507- 121921	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/12/2022	16/1/2023	Ocean	Xiamen- CN		1	1		6/2/2023	Mediterranean Shipping Company (MSC)	7400	2800
XM2212009F/03	MEDU9001700	121858- 121857- 121862- 121869- 122059- 122134- 122154- 122216- 122215- 122247- 122246- 122249- 122248- 122296- 123418- 123414- 123461- 123445- 123475- 123466- 123479- 123481- 123493- 123491- 123498- 123499- 123505- 123507- 121921	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/12/2022	16/1/2023	Ocean	Xiamen- CN		1	1		6/2/2023	Mediterranean Shipping Company (MSC)	43733	2800
ME222946/01	BMOU2775982	123810- 123861- 123857- 123886- 128365	Raminatrans	15/12/2022	30/1/2023	Ocean	Qingdao- CN				1	3/2/2023		32898	3100
ME222946/02	BMOU2775982	123810- 123861- 123857- 123886- 128365	Raminatrans	15/12/2022	30/1/2023	Ocean	Qingdao- CN				1	3/2/2023	Hapag - Lloyd	15764	3100
XM2212013A	GESU9303321	120954- 120959- 120958- 120949	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	5301	3300
XM2212013A	TRIU8160707	121097- 121025- 121026- 121030	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	77912	3300
XM2212013B	SEGU9124547	121487- 121475- 121478	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	16602	3300
XM2212013B	TRIU8937973	121425- 121470- 121469	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	4911	3300
XM2212013C	CRSU6068391	121113- 120982	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	4500	3300
XM2212013C	TRIU8371377	121053- 121122	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	7354	3300
XM2212013D	TGHU9921560	105129- 121217- 127594	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	6253	3300
XM2212013D	TRIU8756126	120963- 120965- 120969- 120974- 120979	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	9402	3300
XM2212013E	MSCU7396266	121095- 120994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	17502	3300
XM2212013E	TRIU8998460	121037- 120990- 120984- 121045- 121059	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	13802	3300
XM2212013F	MSCU7389858	121380- 120802- 120807	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	13004	3300
XM2212013F	SZLU9015637	121213	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Maersk Line	10499	3300
XM2212013G	TEMU9035024	122637- 122638- 124593	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	2501	3300
XM2212013H	GESU9290630	122642- 122639- 124989- 126178	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	18/1/2023	Mediterranean Shipping Company (MSC)	4700	3300
XM2212013I	MEDU9024984	124592- 124593- 124993	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	16602	3300
XM2212015A	CAIU4720361	122348- 124643- 124669- 124721	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	7502	3300
XM2212015A	MSMU8146810	122348- 124652- 124722	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	6303	3300
XM2212015B	MEDU7628769	122870	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	5301	3300
XM2212015B	MSDU6027842	122870- 124600- 124653	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	20/1/2023	Mediterranean Shipping Company (MSC)	6300	3300
XM2212015C	MSMU8012555	124644- 124694- 124719	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	10700	3300
XM2212015C	TGBU5733665	124636- 124658- 128400	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	82480	3300
XM2212015D	MSDU5454367	124696- 124724	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	16702	3300
XM2212015D	MSMU6808409	124640- 124670	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	20/1/2023	Mediterranean Shipping Company (MSC)	9400	3300
XM2212015E/01	MSCU5270197	124637- 121133- 121002	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	6802	3300
XM2212015E/01	SEKU4008873	121920- 121226- 121224- 121397- 120917	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	7301	3300
XM2212015G/01	CXDU2064432	124870- 125254- 125260- 125252- 125265- 125290- 125365- 125504- 125507- 125609- 128355	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN			1		18/1/2023	Mediterranean Shipping Company (MSC)	7101	3300
XM2212015G/01	MSMU8956956	122889- 125505	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	3300	3300
XM2212015G/02	MSMU8956956	122889- 125505	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	21/1/2023	Mediterranean Shipping Company (MSC)	5401	3300
XM2212015I/01	GESU6133622	124436- 124456- 124462- 125094- 125100	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	5700	3300
XM2212015I/01	MSCU5681156	122881- 122899	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	20/1/2023	Mediterranean Shipping Company (MSC)	4351	3300
XM2212015I/02	GESU6133622	124436- 124456- 124462- 125094- 125100	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	19/1/2023	Mediterranean Shipping Company (MSC)	50000	3300
XM2212015H/01	MSMU5396457	125216- 125224- 125234- 125238- 125251- 125258- 125263- 125262- 125261- 125270- 125267- 125497	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN			1		18/1/2023	Mediterranean Shipping Company (MSC)	2000	3300
XM2212015H/01	TCNU7948359	124973- 124977- 124978- 124979- 124975- 124974- 124976- 124982- 124980- 124981- 124983- 124986- 124987- 124988- 121105	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN			1		20/1/2023	Mediterranean Shipping Company (MSC)	5301	3300
XM2212015F	MSCU5315305	125476- 125485- 125490- 125484	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	12900	3300
XM2212015F	TGBU4535808	125169- 125492- 125583- 125795	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	5001	3300
XM2212014C	TLLU7571369	125483- 125786- 128589	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	18124	3300
XM2212014B	MEDU8501193	124578- 125167- 125168- 125698	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	6253	3300
XM2212014B	MSMU5429308	124659- 125161- 125491- 125487- 125526	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	4900	3300
XM2212014A	FFAU1906142	124567- 124649- 125459- 125482- 125481	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	7002	3300
XM2212014A	MEDU8980619	125486- 125676- 125690- 125726	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/12/2022	13/1/2023	Ocean	Xiamen- CN				1	23/1/2023	Mediterranean Shipping Company (MSC)	6201	3300
NBH1222LA04858	MSKU1102635	124996- 125013- 125014- 125157	Raminatrans	18/12/2022	26/1/2023	Ocean	Ningbo- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	3006	3100
NBH1222LA04858	MSKU1458591	125001- 125002- 125016- 125018	Raminatrans	18/12/2022	26/1/2023	Ocean	Ningbo- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	1500	3100
NBH1222DP04912	MRKU2138918	124655- 124664- 124672- 124668- 125000	Raminatrans	18/12/2022	26/1/2023	Ocean	Ningbo- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	5500	3100
NBH1222DP04912	MRKU5055843	124998- 125004- 124997- 125005- 125006	Raminatrans	18/12/2022	26/1/2023	Ocean	Ningbo- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	5352	3100
XM2212021B	MSCU7332322	121180	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	3/2/2023	Maersk Line	13504	3300
XM2212021B	TTNU8712993	121180- 121408- 121421	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	3/2/2023	Maersk Line	17805	3300
XM2212021A	MSCU7418663	121419- 121173	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	3/2/2023	Mediterranean Shipping Company (MSC)	40770	3300
XM2212021A	TTNU8339811	121376- 120931	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	3/2/2023	Mediterranean Shipping Company (MSC)	13100	3300
XM2212021C	GESU9050590	120885- 121170	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN			1		2/2/2023	Mediterranean Shipping Company (MSC)	3849	3300
XM2212021C	TEMU9522911	121422- 121349- 120890	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN			1		1/2/2023	Mediterranean Shipping Company (MSC)	4651	3300
XM2212021D	TRIU8010522	122262- 122361- 122359	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	2/2/2023	Maersk Line	16305	3300
XM2212021D	TRIU8670655	122359	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	2/2/2023	Maersk Line	15900	3300
XM2212021E	CXRU1454549	122319- 122370- 122359	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	1/2/2023	Mediterranean Shipping Company (MSC)	7002	3300
XM2212021E	TEMU9508960	122351- 122364- 122369- 122373- 122376	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN			1		2/2/2023	Mediterranean Shipping Company (MSC)	6102	3300
XM2212021F	TEMU9506530	124968	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	5602	3300
XM2212021F	TRIU8017126	124968	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	2/2/2023	Mediterranean Shipping Company (MSC)	6200	3300
XM2212021G/02	CRLU1341471	122904- 121430- 121228- 121229	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	1/2/2023	Mediterranean Shipping Company (MSC)	7300	3300
XM2212021G/03	CRLU1341471	122904- 121430- 121228- 121229	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	1/2/2023	Mediterranean Shipping Company (MSC)	6750	3300
XM2212021G/01	TRIU8184967	121271- 121299- 121319- 121534- 121549	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN				1	1/2/2023	Mediterranean Shipping Company (MSC)	6600	3300
XM2212021H/01	MSCU7316656	121851- 121852- 121864- 121895- 121904- 121907- 121909- 121913- 121918- 121926- 123355- 123352- 123378- 123408- 123917- 123918- 124197- 124202- 124203- 124196- 124208- 124253- 124250- 124248- 124254- 124249- 124252- 124251- 124257- 124262- 124255- 124260- 124264- 124265- 124259- 124266- 124508	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN			1		2/2/2023	Mediterranean Shipping Company (MSC)	7001	3300
XM2212021H/02	MSCU7316656	121851- 121852- 121864- 121895- 121904- 121907- 121909- 121913- 121918- 121926- 123355- 123352- 123378- 123408- 123917- 123918- 124197- 124202- 124203- 124196- 124208- 124253- 124250- 124248- 124254- 124249- 124252- 124251- 124257- 124262- 124255- 124260- 124264- 124265- 124259- 124266- 124508	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/12/2022	26/1/2023	Ocean	Xiamen- CN			1		2/2/2023	Mediterranean Shipping Company (MSC)	6353	3300
SHVLC2212104	GLDU9811437	116207- 126616	Raminatrans	23/12/2022	21/2/2023	Ocean	Nantong- CN				1	24/2/2023	YANG MING MARINE TRANSPORT CORP	5963	3100
SHVLC2212104	MOAU0697594	116207- 126616	Raminatrans	23/12/2022	21/2/2023	Ocean	Nantong- CN				1	24/2/2023	YANG MING MARINE TRANSPORT CORP	18362	3100
SHVLC2212104	TCKU3081331	116207- 126616	Raminatrans	23/12/2022	21/2/2023	Ocean	Nantong- CN				1	27/2/2023	OCEAN NETWORK EXPRESS	1346	3100
SHVLC2212104	TCNU8507738	116210- 126616- 126594	Raminatrans	23/12/2022	21/2/2023	Ocean	Nantong- CN				1	27/2/2023	OCEAN NETWORK EXPRESS	4050	3100
NBH1222CE08540	GCXU5929758	114209- 116145- 116143- 116228	Raminatrans	24/12/2022	30/1/2023	Ocean	Ningbo- CN			1		8/2/2023	Hapag - Lloyd	13008	3100
NBH1222GR08815	GCXU5929758	114209- 116145- 116143- 116228	Raminatrans	24/12/2022	30/1/2023	Ocean	Ningbo- CN			1		8/2/2023	Hapag - Lloyd	100	3100
NBH1222MD08758	GCXU5929758	114209- 116145- 116143- 116228	Raminatrans	24/12/2022	30/1/2023	Ocean	Ningbo- CN			1		8/2/2023	Hapag - Lloyd	140	3100
NBH1222SU08045	BEAU5323873	99322- 99324- 122815- 122825- 122826- 122827- 122820- 122847- 123064- 123067- 123790- 123877- 123876- 126168- 126169- 126285- 127702	Raminatrans	24/12/2022	30/1/2023	Ocean	Ningbo- CN			1		7/2/2023	Hapag - Lloyd	546	3100
ME223003/12	TCNU8946617	123005- 123054- 123039- 127961- 127960	Raminatrans	28/12/2022	30/1/2023	Ocean	Shekou- CN				1	23/2/2023		12952	3100
NBH1222WX13716	TLLU5939723	126635- 126783- 126782	Raminatrans	3/1/2023	9/2/2023	Ocean	Ningbo- CN				1	13/2/2023	Ocean Network Express Pte. Ltd.	37805	2900
MDZSKTVLC0144	MSDU5335291	122869- 124984- 125007- 124992- 125017- 125011- 125003- 125008- 125015- 125051- 126346- 126352- 126347- 126350- 126355- 126381- 126382	TOTAL FREIGHT	5/1/2023	2/2/2023	Ocean	Karachi- PK				1	7/2/2023	Maersk Line	3800	1225
MDZSKTVLC0146	MSDU5335291	122869- 124984- 125007- 124992- 125017- 125011- 125003- 125008- 125015- 125051- 126346- 126352- 126347- 126350- 126355- 126381- 126382	TOTAL FREIGHT	5/1/2023	2/2/2023	Ocean	Karachi- PK				1	7/2/2023	Maersk Line	29079	1225
MDZSKTVLC0145	MSDU5335291	122869- 124984- 125007- 124992- 125017- 125011- 125003- 125008- 125015- 125051- 126346- 126352- 126347- 126350- 126355- 126381- 126382	TOTAL FREIGHT	5/1/2023	2/2/2023	Ocean	Karachi- PK				1	7/2/2023	Maersk Line	3310	1225
SFPC2301123571	ONEU0069739	125465- 125586- 125590- 125463- 125472- 126223- 126244- 125332- 125367- 125733- 125659- 125748- 125791- 125801- 125812- 125818- 125364- 125675- 125718- 125727- 125777- 125824- 126236- 125360	Raminatrans	6/1/2023	9/2/2023	Ocean	Tuticorin- IN			1		15/2/2023	Ocean Network Express Pte. Ltd.	11501	1853
SFPC2301123572	ONEU0069739	125465- 125586- 125590- 125463- 125472- 126223- 126244- 125332- 125367- 125733- 125659- 125748- 125791- 125801- 125812- 125818- 125364- 125675- 125718- 125727- 125777- 125824- 126236- 125360	Raminatrans	6/1/2023	9/2/2023	Ocean	Tuticorin- IN			1		15/2/2023	Hapag - Lloyd	7939	1853
NBH1222HQ09996	MRKU2194064	122567- 122565- 122566- 122816- 122586- 122919- 123002- 123848- 123787- 123889- 124656- 125010	Raminatrans	6/1/2023	15/2/2023	Ocean	Ningbo- CN				1	20/2/2023	Mediterranean Shipping Company (MSC)	10300	2900
NBH1222NP10218	MRKU2194064	122567- 122565- 122566- 122816- 122586- 122919- 123002- 123848- 123787- 123889- 124656- 125010	Raminatrans	6/1/2023	15/2/2023	Ocean	Ningbo- CN				1	20/2/2023	Mediterranean Shipping Company (MSC)	1611	2900
NBH1222QY10075	MRKU2194064	122567- 122565- 122566- 122816- 122586- 122919- 123002- 123848- 123787- 123889- 124656- 125010	Raminatrans	6/1/2023	15/2/2023	Ocean	Ningbo- CN				1	20/2/2023	Mediterranean Shipping Company (MSC)	6503	2900
NBH1222YG09867	MRKU2194064	122567- 122565- 122566- 122816- 122586- 122919- 123002- 123848- 123787- 123889- 124656- 125010	Raminatrans	6/1/2023	15/2/2023	Ocean	Ningbo- CN				1	20/2/2023	Mediterranean Shipping Company (MSC)	6101	2900
NBH1222GG09775	MRKU4993917	122819- 122927- 123062- 123056- 123061- 123068- 123066- 123060- 124602- 124603- 128170- 128165- 128779	Raminatrans	6/1/2023	15/2/2023	Ocean	Ningbo- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	6651	2900
XMVLC2301010	MRKU6476209	122378- 122382- 124328- 124489- 124584- 124585	Raminatrans	8/1/2023	26/2/2023	Ocean	Fuzhou- CN			1		2/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	45670	3675
XMVLC2301012	MRKU6476209	122378- 122382- 124328- 124489- 124584- 124585	Raminatrans	8/1/2023	26/2/2023	Ocean	Fuzhou- CN			1		2/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	13804	3675
1050070251	TCNU6216728	122439- 122452- 129000	Kuehne & Nagel	9/1/2023	14/2/2023	Ocean	Shanghai- CN				1	20/2/2023	MSC CT	20682	2495
1050070351	TCNU6216728	122439- 122452- 129000	Kuehne & Nagel	9/1/2023	14/2/2023	Ocean	Shanghai- CN				1	20/2/2023	MSC CT	3100	2495
A000429340	FCIU8238823	122528- 122522- 122523- 122529- 122536- 122540- 122546- 122544- 122543- 122547- 122549- 122551- 122550- 122556- 122555- 122576- 122574- 122572- 122579	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/1/2023	24/1/2023	Ocean	Ambarli- TR				1	26/1/2023	Maersk Line	53980	650
SFPC2301123826	TRHU5315993	124749- 126240- 125784- 125266- 125287- 125315- 126112- 126218- 126226- 126251- 126255- 126260	Raminatrans	13/1/2023	21/2/2023	Ocean	Tuticorin- IN				1	28/3/2023	OCEAN NETWORK EXPRESS	2450	1853
SFPC2301123827	TRHU5315993	124749- 126240- 125784- 125266- 125287- 125315- 126112- 126218- 126226- 126251- 126255- 126260	Raminatrans	13/1/2023	21/2/2023	Ocean	Tuticorin- IN				1	28/3/2023	OCEAN NETWORK EXPRESS	7111	1853
SFPC2301123829	TRHU5315993	124749- 126240- 125784- 125266- 125287- 125315- 126112- 126218- 126226- 126251- 126255- 126260	Raminatrans	13/1/2023	21/2/2023	Ocean	Tuticorin- IN				1	28/3/2023	Ocean Network Express Pte. Ltd.	23002	1853
XM2301002A	CRSU6139197	125144- 125143- 125146- 125145- 126672	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		17/2/2023	Mediterranean Shipping Company (MSC)	5880	3250
XM2301002A	MEDU9009594	126653- 126684- 126710	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		21/2/2023	Mediterranean Shipping Company (MSC)	6500	3250
XM2301002B	MEDU9083729	126673- 126660	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		17/2/2023	Mediterranean Shipping Company (MSC)	6880	3250
XM2301002B	MEDU9747026	126703- 126707- 126891- 126899	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		17/2/2023	Mediterranean Shipping Company (MSC)	6191	3250
XM2301002C	CAIU5409884	126871- 126892- 126904	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		21/2/2023	Mediterranean Shipping Company (MSC)	8500	3250
XM2301002C	MSCU7380357	124519- 126656- 126700	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		17/2/2023	Mediterranean Shipping Company (MSC)	6932	3250
XM2301002D	CRSU6064987	124597- 126888	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		22/2/2023	Maersk Line	1080	3400
XM2301002D	MEDU9134493	126671- 126675- 126887	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		21/2/2023	Maersk Line	6000	3400
XM2301002E/01	MSCU7464479	123849- 123843- 123879- 123880- 123881- 126896- 126903- 127475	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN				1	20/2/2023	Maersk Line	16122	3400
XM2301002E/01	TTNU8124069	121330- 121359- 124687- 126572- 126581	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Maersk Line	4701	3400
XM2301002E/02	MSCU7464479	123849- 123843- 123879- 123880- 123881- 126896- 126903- 127475	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN				1	20/2/2023	Maersk Line	36912	3400
XM2301002E/03	TTNU8124069	121330- 121359- 124687- 126572- 126581	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	6630	3250
XM2301008A	TRLU1881434	120855- 120869- 120873	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	5002	3250
XM2301008B/01	TGHU9982056	121272- 121324- 121356- 122105- 122130- 122131- 122132- 122235- 123570- 126569- 120864	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	8880	3250
XM2301008B/02	TGHU9982056	121272- 121324- 121356- 122105- 122130- 122131- 122132- 122235- 123570- 126569- 120864	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	13200	3250
XM2301008B/03	TGHU9982056	121272- 121324- 121356- 122105- 122130- 122131- 122132- 122235- 123570- 126569- 120864	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	18805	3250
XM2301008B/04	TGHU9982056	121272- 121324- 121356- 122105- 122130- 122131- 122132- 122235- 123570- 126569- 120864	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	15/1/2023	15/2/2023	Ocean	Xiamen- CN			1		20/2/2023	Mediterranean Shipping Company (MSC)	20300	3250
